example_id,complex_name,path,generated_chain,context_chain
ame:1p6w__1__1.A__1.B,1p6w__1__1.A__1.B,structures/ame/1p6w__1__1.A__1.B.cif,1.A,1.A
ame:1p6w__1__1.A__1.D,1p6w__1__1.A__1.D,structures/ame/1p6w__1__1.A__1.D.cif,1.A,1.A
ame:1p7m__1__1.A__1.C,1p7m__1__1.A__1.C,structures/ame/1p7m__1__1.A__1.C.cif,1.A,1.A
ame:1p84__1__2.C__2.N,1p84__1__2.C__2.N,structures/ame/1p84__1__2.C__2.N.cif,2.C,2.C
ame:1pbo__1__1.A__1.C,1pbo__1__1.A__1.C,structures/ame/1pbo__1__1.A__1.C.cif,1.A,1.A
ame:1pj6__1__2.A__2.C,1pj6__1__2.A__2.C,structures/ame/1pj6__1__2.A__2.C.cif,2.A,2.A
ame:1pj6__1__2.A__2.D,1pj6__1__2.A__2.D,structures/ame/1pj6__1__2.A__2.D.cif,2.A,2.A
ame:1pj7__1__3.A__3.D,1pj7__1__3.A__3.D,structures/ame/1pj7__1__3.A__3.D.cif,3.A,3.A
ame:1pj7__1__4.A__4.C,1pj7__1__4.A__4.C,structures/ame/1pj7__1__4.A__4.C.cif,4.A,4.A
ame:1pjx__1__1.A__1.R,1pjx__1__1.A__1.R,structures/ame/1pjx__1__1.A__1.R.cif,1.A,1.A
ame:1pl0__2__1.C_1.D__1.K,1pl0__2__1.C_1.D__1.K,structures/ame/1pl0__2__1.C_1.D__1.K.cif,"1.C,1.D","1.C,1.D"
ame:1pv7__1__1.A__1.C,1pv7__1__1.A__1.C,structures/ame/1pv7__1__1.A__1.C.cif,1.A,1.A
ame:1pz2__1__1.A__1.C,1pz2__1__1.A__1.C,structures/ame/1pz2__1__1.A__1.C.cif,1.A,1.A
ame:1q6i__1__1.B__1.D,1q6i__1__1.B__1.D,structures/ame/1q6i__1__1.B__1.D.cif,1.B,1.B
ame:1qcw__1__1.B__1.D,1qcw__1__1.B__1.D,structures/ame/1qcw__1__1.B__1.D.cif,1.B,1.B
ame:1qhi__1__1.A__1.D,1qhi__1__1.A__1.D,structures/ame/1qhi__1__1.A__1.D.cif,1.A,1.A
ame:1qks__1__1.B__1.L,1qks__1__1.B__1.L,structures/ame/1qks__1__1.B__1.L.cif,1.B,1.B
ame:1qmg__2__1.D__1.R,1qmg__2__1.D__1.R,structures/ame/1qmg__2__1.D__1.R.cif,1.D,1.D
ame:1qnl__1__1.A__1.B,1qnl__1__1.A__1.B,structures/ame/1qnl__1__1.A__1.B.cif,1.A,1.A
ame:1qo0__1__2.A__2.E,1qo0__1__2.A__2.E,structures/ame/1qo0__1__2.A__2.E.cif,2.A,2.A
ame:1qpb__2__1.A__1.E,1qpb__2__1.A__1.E,structures/ame/1qpb__2__1.A__1.E.cif,1.A,1.A
ame:1qu2__1__1.B__1.P,1qu2__1__1.B__1.P,structures/ame/1qu2__1__1.B__1.P.cif,1.B,1.B
ame:1qu3__1__1.B__1.D,1qu3__1__1.B__1.D,structures/ame/1qu3__1__1.B__1.D.cif,1.B,1.B
ame:1qut__1__1.A__1.B,1qut__1__1.A__1.B,structures/ame/1qut__1__1.A__1.B.cif,1.A,1.A
ame:1qw8__1__1.B__1.D,1qw8__1__1.B__1.D,structures/ame/1qw8__1__1.B__1.D.cif,1.B,1.B
ame:1qw9__1__1.A__1.C,1qw9__1__1.A__1.C,structures/ame/1qw9__1__1.A__1.C.cif,1.A,1.A
ame:1qx6__1__1.A__1.B,1qx6__1__1.A__1.B,structures/ame/1qx6__1__1.A__1.B.cif,1.A,1.A
ame:1qxl__1__1.A__1.C,1qxl__1__1.A__1.C,structures/ame/1qxl__1__1.A__1.C.cif,1.A,1.A
ame:1qzr__1__1.A_1.B__1.F,1qzr__1__1.A_1.B__1.F,structures/ame/1qzr__1__1.A_1.B__1.F.cif,"1.A,1.B","1.A,1.B"
ame:1r5l__1__1.A__1.B,1r5l__1__1.A__1.B,structures/ame/1r5l__1__1.A__1.B.cif,1.A,1.A
ame:1r6o__2__1.B__1.K,1r6o__2__1.B__1.K,structures/ame/1r6o__2__1.B__1.K.cif,1.B,1.B
ame:1r6q__3__1.B__1.I,1r6q__3__1.B__1.I,structures/ame/1r6q__3__1.B__1.I.cif,1.B,1.B
ame:1r6t__1__1.A__1.C,1r6t__1__1.A__1.C,structures/ame/1r6t__1__1.A__1.C.cif,1.A,1.A
ame:1r6u__1__1.A__1.C,1r6u__1__1.A__1.C,structures/ame/1r6u__1__1.A__1.C.cif,1.A,1.A
ame:1rp8__1__1.A__1.D,1rp8__1__1.A__1.D,structures/ame/1rp8__1__1.A__1.D.cif,1.A,1.A
ame:1rp9__1__1.A__1.B,1rp9__1__1.A__1.B,structures/ame/1rp9__1__1.A__1.B.cif,1.A,1.A
ame:1rp9__1__1.A__1.D,1rp9__1__1.A__1.D,structures/ame/1rp9__1__1.A__1.D.cif,1.A,1.A
ame:1rpk__1__1.A__1.B,1rpk__1__1.A__1.B,structures/ame/1rpk__1__1.A__1.B.cif,1.A,1.A
ame:1rvv__2__2.CA_2.DA__2.LC,1rvv__2__2.CA_2.DA__2.LC,structures/ame/1rvv__2__2.CA_2.DA__2.LC.cif,"2.CA,2.DA","2.CA,2.DA"
ame:1s1s__1__1.B__1.C,1s1s__1__1.B__1.C,structures/ame/1s1s__1__1.B__1.C.cif,1.B,1.B
ame:1s9r__1__1.B__1.I,1s9r__1__1.B__1.I,structures/ame/1s9r__1__1.B__1.I.cif,1.B,1.B
ame:1sdx__1__1.A__1.C,1sdx__1__1.A__1.C,structures/ame/1sdx__1__1.A__1.C.cif,1.A,1.A
ame:1sdx__1__1.A__1.D,1sdx__1__1.A__1.D,structures/ame/1sdx__1__1.A__1.D.cif,1.A,1.A
ame:1sdx__1__1.A__1.E,1sdx__1__1.A__1.E,structures/ame/1sdx__1__1.A__1.E.cif,1.A,1.A
ame:1seu__1__1.D__1.E,1seu__1__1.D__1.E,structures/ame/1seu__1__1.D__1.E.cif,1.D,1.D
ame:1sly__1__1.A__1.B,1sly__1__1.A__1.B,structures/ame/1sly__1__1.A__1.B.cif,1.A,1.A
ame:1std__1__1.A__1.C,1std__1__1.A__1.C,structures/ame/1std__1__1.A__1.C.cif,1.A,1.A
ame:1t8i__1__1.D__1.E,1t8i__1__1.D__1.E,structures/ame/1t8i__1__1.D__1.E.cif,1.D,1.D
ame:1tl8__1__1.D__1.E,1tl8__1__1.D__1.E,structures/ame/1tl8__1__1.D__1.E.cif,1.D,1.D
ame:1tmk__1__1.B__1.E,1tmk__1__1.B__1.E,structures/ame/1tmk__1__1.B__1.E.cif,1.B,1.B
ame:1tyw__1__1.A__1.B,1tyw__1__1.A__1.B,structures/ame/1tyw__1__1.A__1.B.cif,1.A,1.A
ame:1tyx__1__1.A__1.B,1tyx__1__1.A__1.B,structures/ame/1tyx__1__1.A__1.B.cif,1.A,1.A
ame:1u2r__1__1.A__1.C,1u2r__1__1.A__1.C,structures/ame/1u2r__1__1.A__1.C.cif,1.A,1.A
ame:1u2r__1__1.A__1.D,1u2r__1__1.A__1.D,structures/ame/1u2r__1__1.A__1.D.cif,1.A,1.A
ame:1ub3__1__1.D__1.H,1ub3__1__1.D__1.H,structures/ame/1ub3__1__1.D__1.H.cif,1.D,1.D
ame:1uk0__1__1.A__1.C,1uk0__1__1.A__1.C,structures/ame/1uk0__1__1.A__1.C.cif,1.A,1.A
ame:1uk1__1__1.A__1.C,1uk1__1__1.A__1.C,structures/ame/1uk1__1__1.A__1.C.cif,1.A,1.A
ame:1ump__1__1.A__1.E,1ump__1__1.A__1.E,structures/ame/1ump__1__1.A__1.E.cif,1.A,1.A
ame:1ump__1__2.B__2.H,1ump__1__2.B__2.H,structures/ame/1ump__1__2.B__2.H.cif,2.B,2.B
ame:1ump__2__1.B__1.H,1ump__2__1.B__1.H,structures/ame/1ump__2__1.B__1.H.cif,1.B,1.B
ame:1ump__2__2.A__2.E,1ump__2__2.A__2.E,structures/ame/1ump__2__2.A__2.E.cif,2.A,2.A
ame:1ump__3__1.C__1.K,1ump__3__1.C__1.K,structures/ame/1ump__3__1.C__1.K.cif,1.C,1.C
ame:1ump__3__2.C__2.K,1ump__3__2.C__2.K,structures/ame/1ump__3__2.C__2.K.cif,2.C,2.C
ame:1un9__1__1.A__1.F,1un9__1__1.A__1.F,structures/ame/1un9__1__1.A__1.F.cif,1.A,1.A
ame:1uod__1__1.A__1.C,1uod__1__1.A__1.C,structures/ame/1uod__1__1.A__1.C.cif,1.A,1.A
ame:1ur1__1__1.A__1.B,1ur1__1__1.A__1.B,structures/ame/1ur1__1__1.A__1.B.cif,1.A,1.A
ame:1usq__1__1.A__1.K,1usq__1__1.A__1.K,structures/ame/1usq__1__1.A__1.K.cif,1.A,1.A
ame:1uwf__1__1.A__1.B,1uwf__1__1.A__1.B,structures/ame/1uwf__1__1.A__1.B.cif,1.A,1.A
ame:1v0y__1__1.A__1.B,1v0y__1__1.A__1.B,structures/ame/1v0y__1__1.A__1.B.cif,1.A,1.A
ame:1v7a__1__1.A__1.C,1v7a__1__1.A__1.C,structures/ame/1v7a__1__1.A__1.C.cif,1.A,1.A
ame:1vj5__1__1.A__1.E,1vj5__1__1.A__1.E,structures/ame/1vj5__1__1.A__1.E.cif,1.A,1.A
ame:1vr0__1__1.A__1.E,1vr0__1__1.A__1.E,structures/ame/1vr0__1__1.A__1.E.cif,1.A,1.A
ame:1w19__1__1.A_1.B__1.H,1w19__1__1.A_1.B__1.H,structures/ame/1w19__1__1.A_1.B__1.H.cif,"1.A,1.B","1.A,1.B"
ame:1w19__1__1.C_1.D__1.T,1w19__1__1.C_1.D__1.T,structures/ame/1w19__1__1.C_1.D__1.T.cif,"1.D,1.C","1.D,1.C"
ame:1w19__1__2.A_2.E__2.EA,1w19__1__2.A_2.E__2.EA,structures/ame/1w19__1__2.A_2.E__2.EA.cif,"2.A,2.E","2.A,2.E"
ame:1w19__1__2.B_2.C__2.N,1w19__1__2.B_2.C__2.N,structures/ame/1w19__1__2.B_2.C__2.N.cif,"2.B,2.C","2.B,2.C"
ame:1w29__1__1.C_1.D__1.P,1w29__1__1.C_1.D__1.P,structures/ame/1w29__1__1.C_1.D__1.P.cif,"1.C,1.D","1.C,1.D"
ame:1w29__1__1.D_1.E__1.U,1w29__1__1.D_1.E__1.U,structures/ame/1w29__1__1.D_1.E__1.U.cif,"1.D,1.E","1.D,1.E"
ame:1w8y__1__1.A__1.K,1w8y__1__1.A__1.K,structures/ame/1w8y__1__1.A__1.K.cif,1.A,1.A
ame:1w8y__2__1.B__1.P,1w8y__2__1.B__1.P,structures/ame/1w8y__2__1.B__1.P.cif,1.B,1.B
ame:1w8y__4__1.D__1.BA,1w8y__4__1.D__1.BA,structures/ame/1w8y__4__1.D__1.BA.cif,1.D,1.D
ame:1wma__1__1.A__1.J,1wma__1__1.A__1.J,structures/ame/1wma__1__1.A__1.J.cif,1.A,1.A
ame:1wok__1__1.C__1.G,1wok__1__1.C__1.G,structures/ame/1wok__1__1.C__1.G.cif,1.C,1.C
ame:1woo__1__1.A__1.B,1woo__1__1.A__1.B,structures/ame/1woo__1__1.A__1.B.cif,1.A,1.A
ame:1wop__1__1.A__1.B,1wop__1__1.A__1.B,structures/ame/1wop__1__1.A__1.B.cif,1.A,1.A
ame:1wor__1__1.A__1.B,1wor__1__1.A__1.B,structures/ame/1wor__1__1.A__1.B.cif,1.A,1.A
ame:1wxy__1__1.A__1.C,1wxy__1__1.A__1.C,structures/ame/1wxy__1__1.A__1.C.cif,1.A,1.A
ame:1x1i__1__1.A__1.B,1x1i__1__1.A__1.B,structures/ame/1x1i__1__1.A__1.B.cif,1.A,1.A
ame:1x1j__1__1.A__1.B,1x1j__1__1.A__1.B,structures/ame/1x1j__1__1.A__1.B.cif,1.A,1.A
ame:1x89__1__1.A__1.D,1x89__1__1.A__1.D,structures/ame/1x89__1__1.A__1.D.cif,1.A,1.A
ame:1x8b__1__1.A__1.D,1x8b__1__1.A__1.D,structures/ame/1x8b__1__1.A__1.D.cif,1.A,1.A
ame:1x8u__3__1.C__1.F,1x8u__3__1.C__1.F,structures/ame/1x8u__3__1.C__1.F.cif,1.C,1.C
ame:1x9p__1__56.A__56.D,1x9p__1__56.A__56.D,structures/ame/1x9p__1__56.A__56.D.cif,56.A,56.A
ame:1xco__4__1.F_2.F__2.FA,1xco__4__1.F_2.F__2.FA,structures/ame/1xco__4__1.F_2.F__2.FA.cif,"1.F,2.F","1.F,2.F"
ame:1xrk__1__1.A_1.B__1.G,1xrk__1__1.A_1.B__1.G,structures/ame/1xrk__1__1.A_1.B__1.G.cif,"1.B,1.A","1.B,1.A"
ame:1xws__1__1.A__1.C,1xws__1__1.A__1.C,structures/ame/1xws__1__1.A__1.C.cif,1.A,1.A
ame:1xzk__2__1.B__1.D,1xzk__2__1.B__1.D,structures/ame/1xzk__2__1.B__1.D.cif,1.B,1.B
ame:1xzl__1__1.A__1.B,1xzl__1__1.A__1.B,structures/ame/1xzl__1__1.A__1.B.cif,1.A,1.A
ame:1xzm__1__1.A__1.B,1xzm__1__1.A__1.B,structures/ame/1xzm__1__1.A__1.B.cif,1.A,1.A
ame:1y2f__1__1.A__1.B,1y2f__1__1.A__1.B,structures/ame/1y2f__1__1.A__1.B.cif,1.A,1.A
ame:1y2g__1__1.A__1.C,1y2g__1__1.A__1.C,structures/ame/1y2g__1__1.A__1.C.cif,1.A,1.A
ame:1y3n__1__1.A__1.B,1y3n__1__1.A__1.B,structures/ame/1y3n__1__1.A__1.B.cif,1.A,1.A
ame:1y3p__1__1.A__1.B,1y3p__1__1.A__1.B,structures/ame/1y3p__1__1.A__1.B.cif,1.A,1.A
ame:1ybk__1__1.C_1.D__1.G,1ybk__1__1.C_1.D__1.G,structures/ame/1ybk__1__1.C_1.D__1.G.cif,"1.D,1.C","1.D,1.C"
ame:1ycd__2__1.B__1.D,1ycd__2__1.B__1.D,structures/ame/1ycd__2__1.B__1.D.cif,1.B,1.B
ame:1yi3__1__1.A__1.B,1yi3__1__1.A__1.B,structures/ame/1yi3__1__1.A__1.B.cif,1.A,1.A
ame:1yi4__1__1.A__1.B,1yi4__1__1.A__1.B,structures/ame/1yi4__1__1.A__1.B.cif,1.A,1.A
ame:1ylh__1__1.A__1.E,1ylh__1__1.A__1.E,structures/ame/1ylh__1__1.A__1.E.cif,1.A,1.A
ame:1ylh__1__1.A__1.H,1ylh__1__1.A__1.H,structures/ame/1ylh__1__1.A__1.H.cif,1.A,1.A
ame:1ynh__2__1.B__1.H,1ynh__2__1.B__1.H,structures/ame/1ynh__2__1.B__1.H.cif,1.B,1.B
ame:1yni__2__1.C__1.J,1yni__2__1.C__1.J,structures/ame/1yni__2__1.C__1.J.cif,1.C,1.C
ame:1yns__1__1.A__1.E,1yns__1__1.A__1.E,structures/ame/1yns__1__1.A__1.E.cif,1.A,1.A
ame:1zd2__1__1.A__1.D,1zd2__1__1.A__1.D,structures/ame/1zd2__1__1.A__1.D.cif,1.A,1.A
ame:1zd3__1__1.A__1.E,1zd3__1__1.A__1.E,structures/ame/1zd3__1__1.A__1.E.cif,1.A,1.A
ame:1zd4__1__1.A__1.D,1zd4__1__1.A__1.D,structures/ame/1zd4__1__1.A__1.D.cif,1.A,1.A
ame:1zd5__1__1.A__1.D,1zd5__1__1.A__1.D,structures/ame/1zd5__1__1.A__1.D.cif,1.A,1.A
ame:1zdy__1__1.A__1.B,1zdy__1__1.A__1.B,structures/ame/1zdy__1__1.A__1.B.cif,1.A,1.A
ame:1zis__2__1.H_1.I__1.BA,1zis__2__1.H_1.I__1.BA,structures/ame/1zis__2__1.H_1.I__1.BA.cif,"1.H,1.I","1.H,1.I"
ame:2a59__1__1.B_1.C__1.K,2a59__1__1.B_1.C__1.K,structures/ame/2a59__1__1.B_1.C__1.K.cif,"1.B,1.C","1.B,1.C"
ame:2a9d__1__1.B__1.I,2a9d__1__1.B__1.I,structures/ame/2a9d__1__1.B__1.I.cif,1.B,1.B
ame:2b4m__1__1.A__1.C,2b4m__1__1.A__1.C,structures/ame/2b4m__1__1.A__1.C.cif,1.A,1.A
ame:2b76__1__1.C_1.D__1.N,2b76__1__1.C_1.D__1.N,structures/ame/2b76__1__1.C_1.D__1.N.cif,"1.C,1.D","1.C,1.D"
ame:2bes__1__1.A_1.B__1.F,2bes__1__1.A_1.B__1.F,structures/ame/2bes__1__1.A_1.B__1.F.cif,"1.A,1.B","1.A,1.B"
ame:2bet__3__1.E_2.E__2.J,2bet__3__1.E_2.E__2.J,structures/ame/2bet__3__1.E_2.E__2.J.cif,"1.E,2.E","1.E,2.E"
ame:2bik__1__1.A__1.B,2bik__1__1.A__1.B,structures/ame/2bik__1__1.A__1.B.cif,1.A,1.A
ame:2bml__1__1.B__1.F,2bml__1__1.B__1.F,structures/ame/2bml__1__1.B__1.F.cif,1.B,1.B
ame:2bow__2__1.A__1.D,2bow__2__1.A__1.D,structures/ame/2bow__2__1.A__1.D.cif,1.A,1.A
ame:2bvd__1__1.A__1.B,2bvd__1__1.A__1.B,structures/ame/2bvd__1__1.A__1.B.cif,1.A,1.A
ame:2c3d__1__1.A_1.B__1.C,2c3d__1__1.A_1.B__1.C,structures/ame/2c3d__1__1.A_1.B__1.C.cif,"1.A,1.B","1.A,1.B"
ame:2c7f__1__1.A__1.G,2c7f__1__1.A__1.G,structures/ame/2c7f__1__1.A__1.G.cif,1.A,1.A
ame:2c7f__2__1.B__1.H,2c7f__2__1.B__1.H,structures/ame/2c7f__2__1.B__1.H.cif,1.B,1.B
ame:2c7f__3__1.C__1.I,2c7f__3__1.C__1.I,structures/ame/2c7f__3__1.C__1.I.cif,1.C,1.C
ame:2c7f__4__1.D__1.J,2c7f__4__1.D__1.J,structures/ame/2c7f__4__1.D__1.J.cif,1.D,1.D
ame:2c7f__5__1.E__1.K,2c7f__5__1.E__1.K,structures/ame/2c7f__5__1.E__1.K.cif,1.E,1.E
ame:2c7f__6__1.F__1.L,2c7f__6__1.F__1.L,structures/ame/2c7f__6__1.F__1.L.cif,1.F,1.F
ame:2c8n__1__1.A__1.G,2c8n__1__1.A__1.G,structures/ame/2c8n__1__1.A__1.G.cif,1.A,1.A
ame:2c8n__2__1.B__1.H,2c8n__2__1.B__1.H,structures/ame/2c8n__2__1.B__1.H.cif,1.B,1.B
ame:2c8n__3__1.C__1.I,2c8n__3__1.C__1.I,structures/ame/2c8n__3__1.C__1.I.cif,1.C,1.C
ame:2c8n__5__1.E__1.K,2c8n__5__1.E__1.K,structures/ame/2c8n__5__1.E__1.K.cif,1.E,1.E
ame:2c92__1__1.A_1.B__1.F,2c92__1__1.A_1.B__1.F,structures/ame/2c92__1__1.A_1.B__1.F.cif,"1.A,1.B","1.A,1.B"
ame:2c94__1__1.A_1.B__1.F,2c94__1__1.A_1.B__1.F,structures/ame/2c94__1__1.A_1.B__1.F.cif,"1.A,1.B","1.A,1.B"
ame:2c97__1__1.A_1.B__1.F,2c97__1__1.A_1.B__1.F,structures/ame/2c97__1__1.A_1.B__1.F.cif,"1.A,1.B","1.A,1.B"
ame:2c9b__2__1.F_1.J__1.RA,2c9b__2__1.F_1.J__1.RA,structures/ame/2c9b__2__1.F_1.J__1.RA.cif,"1.F,1.J","1.F,1.J"
ame:2c9d__2__1.G_1.H__1.CA,2c9d__2__1.G_1.H__1.CA,structures/ame/2c9d__2__1.G_1.H__1.CA.cif,"1.G,1.H","1.G,1.H"
ame:2cfi__1__1.A__1.E,2cfi__1__1.A__1.E,structures/ame/2cfi__1__1.A__1.E.cif,1.A,1.A
ame:2cht__3__1.G_1.I__1.S,2cht__3__1.G_1.I__1.S,structures/ame/2cht__3__1.G_1.I__1.S.cif,"1.G,1.I","1.G,1.I"
ame:2cjp__2__1.B__1.D,2cjp__2__1.B__1.D,structures/ame/2cjp__2__1.B__1.D.cif,1.B,1.B
ame:2cnc__1__1.A__1.B,2cnc__1__1.A__1.B,structures/ame/2cnc__1__1.A__1.B.cif,1.A,1.A
ame:2d43__1__1.A__1.B,2d43__1__1.A__1.B,structures/ame/2d43__1__1.A__1.B.cif,1.A,1.A
ame:2d43__1__1.A__1.C,2d43__1__1.A__1.C,structures/ame/2d43__1__1.A__1.C.cif,1.A,1.A
ame:2d44__1__1.A__1.B,2d44__1__1.A__1.B,structures/ame/2d44__1__1.A__1.B.cif,1.A,1.A
ame:2d44__1__1.A__1.D,2d44__1__1.A__1.D,structures/ame/2d44__1__1.A__1.D.cif,1.A,1.A
ame:2d5n__1__1.B__1.G,2d5n__1__1.B__1.G,structures/ame/2d5n__1__1.B__1.G.cif,1.B,1.B
ame:2d81__1__1.A__1.B,2d81__1__1.A__1.B,structures/ame/2d81__1__1.A__1.B.cif,1.A,1.A
ame:2d81__1__1.A__1.C,2d81__1__1.A__1.C,structures/ame/2d81__1__1.A__1.C.cif,1.A,1.A
ame:2daa__1__1.A_1.B__1.C,2daa__1__1.A_1.B__1.C,structures/ame/2daa__1__1.A_1.B__1.C.cif,"1.A,1.B","1.A,1.B"
ame:2dcx__1__1.A__1.B,2dcx__1__1.A__1.B,structures/ame/2dcx__1__1.A__1.B.cif,1.A,1.A
ame:2dt9__1__1.A_1.B__1.E,2dt9__1__1.A_1.B__1.E,structures/ame/2dt9__1__1.A_1.B__1.E.cif,"1.A,1.B","1.A,1.B"
ame:2dtj__2__2.A_2.B__2.D,2dtj__2__2.A_2.B__2.D,structures/ame/2dtj__2__2.A_2.B__2.D.cif,"2.A,2.B","2.A,2.B"
ame:2dtt__1__1.A_1.C__1.G,2dtt__1__1.A_1.C__1.G,structures/ame/2dtt__1__1.A_1.C__1.G.cif,"1.A,1.C","1.A,1.C"
ame:2e1r__1__1.A__1.B,2e1r__1__1.A__1.B,structures/ame/2e1r__1__1.A__1.B.cif,1.A,1.A
ame:2e5a__1__1.A__1.E,2e5a__1__1.A__1.E,structures/ame/2e5a__1__1.A__1.E.cif,1.A,1.A
ame:2e99__1__1.A__1.D,2e99__1__1.A__1.D,structures/ame/2e99__1__1.A__1.D.cif,1.A,1.A
ame:2e9a__1__1.B__1.E,2e9a__1__1.B__1.E,structures/ame/2e9a__1__1.B__1.E.cif,1.B,1.B
ame:2e9c__1__1.B__1.F,2e9c__1__1.B__1.F,structures/ame/2e9c__1__1.B__1.F.cif,1.B,1.B
ame:2e9d__1__1.B__1.E,2e9d__1__1.B__1.E,structures/ame/2e9d__1__1.B__1.E.cif,1.B,1.B
ame:2ec9__1__1.A_1.D__1.F,2ec9__1__1.A_1.D__1.F,structures/ame/2ec9__1__1.A_1.D__1.F.cif,"1.A,1.D","1.A,1.D"
ame:2ej2__1__1.C_1.F__1.M,2ej2__1__1.C_1.F__1.M,structures/ame/2ej2__1__1.C_1.F__1.M.cif,"1.F,1.C","1.F,1.C"
ame:2ej3__1__1.C_2.A__1.M,2ej3__1__1.C_2.A__1.M,structures/ame/2ej3__1__1.C_2.A__1.M.cif,"2.A,1.C","2.A,1.C"
ame:2f59__2__2.C_2.D__2.O,2f59__2__2.C_2.D__2.O,structures/ame/2f59__2__2.C_2.D__2.O.cif,"2.D,2.C","2.D,2.C"
ame:2f7a__1__1.B__1.F,2f7a__1__1.B__1.F,structures/ame/2f7a__1__1.B__1.F.cif,1.B,1.B
ame:2f7c__1__1.A__1.C,2f7c__1__1.A__1.C,structures/ame/2f7c__1__1.A__1.C.cif,1.A,1.A
ame:2f99__1__1.A_1.B__1.G,2f99__1__1.A_1.B__1.G,structures/ame/2f99__1__1.A_1.B__1.G.cif,"1.A,1.B","1.A,1.B"
ame:2f9w__1__1.A_1.B__1.C,2f9w__1__1.A_1.B__1.C,structures/ame/2f9w__1__1.A_1.B__1.C.cif,"1.A,1.B","1.A,1.B"
ame:2fak__1__1.N__1.EA,2fak__1__1.N__1.EA,structures/ame/2fak__1__1.N__1.EA.cif,1.N,1.N
ame:2fhj__1__1.A_1.B__1.I,2fhj__1__1.A_1.B__1.I,structures/ame/2fhj__1__1.A_1.B__1.I.cif,"1.A,1.B","1.A,1.B"
ame:2fhk__1__1.C_1.D__1.T,2fhk__1__1.C_1.D__1.T,structures/ame/2fhk__1__1.C_1.D__1.T.cif,"1.C,1.D","1.C,1.D"
ame:2fim__1__1.A_1.B__1.C,2fim__1__1.A_1.B__1.C,structures/ame/2fim__1__1.A_1.B__1.C.cif,"1.B,1.A","1.B,1.A"
ame:2fmt__2__1.D__1.H,2fmt__2__1.D__1.H,structures/ame/2fmt__2__1.D__1.H.cif,1.D,1.D
ame:2fp2__1__1.B__1.C,2fp2__1__1.B__1.C,structures/ame/2fp2__1__1.B__1.C.cif,1.B,1.B
ame:2g0l__1__1.A__1.B,2g0l__1__1.A__1.B,structures/ame/2g0l__1__1.A__1.B.cif,1.A,1.A
ame:2g3f__3__2.B__2.F,2g3f__3__2.B__2.F,structures/ame/2g3f__3__2.B__2.F.cif,2.B,2.B
ame:2gmv__1__1.A__1.E,2gmv__1__1.A__1.E,structures/ame/2gmv__1__1.A__1.E.cif,1.A,1.A
ame:2gtv__1__1.A__1.B,2gtv__1__1.A__1.B,structures/ame/2gtv__1__1.A__1.B.cif,1.A,1.A
ame:2guu__1__1.A_2.A__1.B,2guu__1__1.A_2.A__1.B,structures/ame/2guu__1__1.A_2.A__1.B.cif,"1.A,2.A","1.A,2.A"
ame:2h7x__1__1.A__1.F,2h7x__1__1.A__1.F,structures/ame/2h7x__1__1.A__1.F.cif,1.A,1.A
ame:2h7y__1__1.A__1.F,2h7y__1__1.A__1.F,structures/ame/2h7y__1__1.A__1.F.cif,1.A,1.A
ame:2hfj__2__2.A__2.F,2hfj__2__2.A__2.F,structures/ame/2hfj__2__2.A__2.F.cif,2.A,2.A
ame:2hfu__1__1.A__1.C,2hfu__1__1.A__1.C,structures/ame/2hfu__1__1.A__1.C.cif,1.A,1.A
ame:2hpa__1__1.A__1.F,2hpa__1__1.A__1.F,structures/ame/2hpa__1__1.A__1.F.cif,1.A,1.A
ame:2hpa__2__1.C__1.N,2hpa__2__1.C__1.N,structures/ame/2hpa__2__1.C__1.N.cif,1.C,1.C
ame:2hpa__2__1.D__1.G,2hpa__2__1.D__1.G,structures/ame/2hpa__2__1.D__1.G.cif,1.D,1.D
ame:2hpa__3__2.B__2.K,2hpa__3__2.B__2.K,structures/ame/2hpa__3__2.B__2.K.cif,2.B,2.B
ame:2i29__1__1.A_4.A__1.B,2i29__1__1.A_4.A__1.B,structures/ame/2i29__1__1.A_4.A__1.B.cif,"1.A,4.A","1.A,4.A"
ame:2i2a__1__1.A_4.A__1.B,2i2a__1__1.A_4.A__1.B,structures/ame/2i2a__1__1.A_4.A__1.B.cif,"1.A,4.A","1.A,4.A"
ame:2i2c__1__2.A_3.A__3.B,2i2c__1__2.A_3.A__3.B,structures/ame/2i2c__1__2.A_3.A__3.B.cif,"2.A,3.A","2.A,3.A"
ame:2i2d__1__1.A_4.A__1.B,2i2d__1__1.A_4.A__1.B,structures/ame/2i2d__1__1.A_4.A__1.B.cif,"1.A,4.A","1.A,4.A"
ame:2ibz__1__1.C__1.L,2ibz__1__1.C__1.L,structures/ame/2ibz__1__1.C__1.L.cif,1.C,1.C
ame:2ibz__1__1.C__1.O,2ibz__1__1.C__1.O,structures/ame/2ibz__1__1.C__1.O.cif,1.C,1.C
ame:2ijg__1__1.A__1.B,2ijg__1__1.A__1.B,structures/ame/2ijg__1__1.A__1.B.cif,1.A,1.A
ame:2ijg__1__1.A__1.C,2ijg__1__1.A__1.C,structures/ame/2ijg__1__1.A__1.C.cif,1.A,1.A
ame:2in6__1__1.A__1.B,2in6__1__1.A__1.B,structures/ame/2in6__1__1.A__1.B.cif,1.A,1.A
ame:2io6__1__1.A__1.B,2io6__1__1.A__1.B,structures/ame/2io6__1__1.A__1.B.cif,1.A,1.A
